Serviceeinrichtung";"Stationspreis SPFV - Anteil
Serviceeinrichtung";Bemerkung
5636;TLBV;Schönau (Hörsel);6;Thüringen;3,43 €;9,13 €;
5639;VMV;Schönberg (Meckl);6;Mecklenburg-Vorpommern;4,20 €;11,06 €;
5640;ZVV;Schönberg (Vogtl);7;Sachsen;3,28 €;8,76 €;
5641;VBB;Schönborn (b Doberlug);6;Brandenburg;3,98 €;10,22 €;
5644;BEG;Schondorf (Bay);6;Bayern;2,89 €;7,59 €;
5645;NASA;Schönebeck (Elbe);3;Sachsen-Anhalt;6,59 €;17,26 €;
5646;NASA;Schönebeck (Elbe) Süd;6;Sachsen-Anhalt;3,34 €;8,90 €;
5649;NASA;Schönebeck-Bad Salzelmen;6;Sachsen-Anhalt;3,34 €;8,90 €;
5647;NASA;Schönebeck-Felgeleben;6;Sachsen-Anhalt;3,34 €;8,90 €;
5648;NASA;Schönebeck-Frohse;6;Sachsen-Anhalt;3,34 €;8,90 €;
558;VBB Berlin;Schöneberg;4;Berlin;2,00 €;5,33 €;
5651;ZVV;Schöneck (Vogtl);6;Sachsen;3,51 €;9,38 €;
8017;ZVV;Schöneck (Vogtl) Ferienpark;7;Sachsen;3,28 €;8,76 €;
955;RMV;Schöneck-Büdesheim;6;Hessen;2,48 €;6,52 €;
3178;RMV;Schöneck-Kilianstädten;6;Hessen;2,48 €;6,52 €;
4633;RMV;Schöneck-Oberdorfelden;6;Hessen;2,48 €;6,52 €;
1821;VBB;Schönefeld (bei Berlin);3;Brandenburg;7,57 €;20,21 €;Name alt: Flughafen BER - Terminal 5 (Schönefeld)
5656;RVB;Schönewörde;7;Niedersachsen;2,54 €;6,37 €;
5659;VBB;Schönfließ;6;Brandenburg;3,98 €;10,22 €;
5660;VBB;Schönfließ Dorf;6;Brandenburg;3,98 €;10,22 €;
5661;BEG;Schongau;5;Bayern;2,72 €;7,01 €;
5662;BEG;Schöngeising;5;Bayern;2,72 €;7,01 €;
5663;NASA;Schönhausen (Elbe);7;Sachsen-Anhalt;2,77 €;7,39 €;
5665;VBB Berlin;Schönhauser Allee;4;Berlin;2,00 €;5,33 €;
5670;VBB;Schönow (Uckermark);7;Brandenburg;3,21 €;8,56 €;Name alt: Schönow (Kr Uckermark)
5671;TLBV;Schönstedt;6;Thüringen;3,43 €;9,13 €;
5672;BEG;Schonungen;6;Bayern;2,89 €;7,59 €;
5673;BEG;Schönwald (Oberfr);7;Bayern;2,13 €;5,65 €;
5675;VBB;Schönwalde (Spreewald);6;Brandenburg;3,98 €;10,22 €;
5677;VM BW;Schopfheim;4;Baden-Württemberg;3,92 €;10,18 €;
8046;VM BW;Schopfheim West;6;Baden-Württemberg;2,35 €;6,18 €;
8311;VM BW;Schopfheim-Schlattholz;6;Baden-Württemberg;2,35 €;6,18 €;
5678;VM BW;Schopfloch (b Freudenstadt);6;Baden-Württemberg;2,35 €;6,18 €;
5680;ZÖPNV Süd;Schopp;6;Rheinland-Pfalz;1,99 €;5,22 €;
5681;RVB;Schöppenstedt;6;Niedersachsen;4,87 €;10,77 €;
5682;VM BW;Schorndorf;3;Baden-Württemberg;5,29 €;13,61 €;
2646;LNVG;Schortens-Heidmühle (Oldb);6;Niedersachsen;4,23 €;10,34 €;
5684;NWL;Schötmar;6;Nordrhein-Westfalen;3,85 €;9,87 €;
5686;VM BW;Schrezheim;7;Baden-Württemberg;1,90 €;5,07 €;
5687;BEG;Schrobenhausen;6;Bayern;2,89 €;7,59 €;
7282;NAH.SH;Schülldorf;7;Schleswig-Holstein;2,21 €;5,91 €;
7734;VBB Berlin;Schulzendorf (b Tegel);5;Berlin;1,96 €;5,19 €;
5692;TLBV;Schüptitz;7;Thüringen;2,70 €;7,22 €;
5693;LNVG;Schüttorf;6;Niedersachsen;4,23 €;10,34 €;
5695;VMV;Schwaan;5;Mecklenburg-Vorpommern;3,75 €;9,97 €;
5696;BEG;Schwabach;3;Bayern;4,75 €;12,53 €;
5697;BEG;Schwabach-Limbach;5;Bayern;2,72 €;7,01 €;
5698;BEG;Schwabhausen (b Dachau);6;Bayern;2,89 €;7,59 €;
5699;VM BW;Schwäbisch Gmünd;4;Baden-Württemberg;3,92 €;10,18 €;
5700;VM BW;Schwäbisch Hall;6;Baden-Württemberg;2,35 €;6,18 €;
5701;VM BW;Schwäbisch Hall-Hessental;4;Baden-Württemberg;3,92 €;10,18 €;
5702;BEG;Schwabmünchen;5;Bayern;2,72 €;7,01 €;
5703;VM BW;Schwabsberg;7;Baden-Württemberg;1,90 €;5,07 €;
5704;BEG;Schwaig;6;Bayern;2,89 €;7,59 €;
5707;VRStutt;Schwaikheim;5;Baden-Württemberg;2,09 €;5,58 €;
5708;RMV;Schwalbach a Ts (Limes);5;Hessen;2,40 €;6,30 €;
8197;RMV;Schwalbach Nord;6;Hessen;2,48 €;6,52 €;
5709;TLBV;Schwallungen;6;Thüringen;3,43 €;9,13 €;
6740;NVV;Schwalmstadt-Wiera;6;Hessen;2,73 €;7,26 €;
5710;BEG;Schwandorf;4;Bayern;3,19 €;7,89 €;
5714;VMV;Schwanheide;6;Mecklenburg-Vorpommern;4,20 €;11,06 €;
5715;VBB;Schwante;7;Brandenburg;3,21 €;8,56 €;
5716;LNVG;Schwarmstedt;6;Niedersachsen;4,23 €;10,34 €;
5723;BEG;Schwarzenbach (b Pressath);7;Bayern;2,13 €;5,65 €;
5724;BEG;Schwarzenbach (Saale);6;Bayern;2,89 €;7,59 €;
5726;NAH.SH;Schwarzenbek;5;Schleswig-Holstein;3,75 €;9,91 €;
5731;BEG;Schwarzenfeld (Oberpf);5;Bayern;2,72 €;7,01 €;
5733;VBB;Schwarzheide Ost;6;Brandenburg;3,98 €;10,22 €;
5735;VVO;Schwarzkollm;6;Sachsen;2,85 €;7,61 €;
5736;VBB;Schwedt (Oder);6;Brandenburg;3,98 €;10,22 €;
7740;VBB;Schwedt (Oder) Mitte;6;Brandenburg;3,98 €;10,22 €;
5739;ZVRP Nord;Schweich DB;5;Rheinland-Pfalz;2,59 €;5,24 €;
7854;ZÖPNV Süd;Schweighofen;7;Rheinland-Pfalz;1,49 €;4,01 €;
5741;VMS;Schweikershain;6;Sachsen;3,63 €;9,66 €;
5742;BEG;Schweinfurt Hbf;3;Bayern;4,75 €;12,53 €;
5743;BEG;Schweinfurt Stadt;5;Bayern;2,72 €;7,01 €;
4926;BEG;Schweinfurt-Mitte;6;Bayern;2,89 €;7,59 €;
5745;VMS;Schweinsburg-Culten;6;Sachsen;3,63 €;9,66 €;
5746;BEG;Schweinsdorf;7;Bayern;2,13 €;5,65 €;
5749;VRR;Schwelm;3;Nordrhein-Westfalen;4,71 €;11,77 €;
5750;VRR;Schwelm West;6;Nordrhein-Westfalen;2,76 €;7,00 €;
5751;BEG;Schwenningen (Bay);7;Bayern;2,13 €;5,65 €;
5752;VM BW;Schwenningen (Neckar);6;Baden-Württemberg;2,35 €;6,18 €;
5758;VMV;Schwerin Görries;6;Mecklenburg-Vorpommern;4,20 €;11,06 €;
5755;VMV;Schwerin Hbf;3;Mecklenburg-Vorpommern;27,07 €;69,66 €;
8372;VMV;Schwerin Industriepark;7;Mecklenburg-Vorpommern;3,47 €;9,27 €;
5025;VMV;Schwerin Mitte;5;Mecklenburg-Vorpommern;3,75 €;9,97 €;
5756;VMV;Schwerin Süd;6;Mecklenburg-Vorpommern;4,20 €;11,06 €;
5760;VMV;Schwerin-Lankow;7;Mecklenburg-Vorpommern;3,47 €;9,27 €;
5761;VMV;Schwerin-Margaretenhof;7;Mecklenburg-Vorpommern;3,47 €;9,27 €;
5759;VMV;Schwerin-Warnitz;7;Mecklenburg-Vorpommern;3,47 €;9,27 €;
6961;VMV;Schwerin-Wüstmark;7;Mecklenburg-Vorpommern;3,47 €;9,27 €;
5763;NWL;Schwerte (Ruhr);4;Nordrhein-Westfalen;5,03 €;11,82 €;
1641;NWL;Schwerte-Ergste;6;Nordrhein-Westfalen;3,85 €;9,87 €;Name alt: Ergste
5766;VM BW;Schwetzingen;4;Baden-Württemberg;3,92 €;10,18 €;
8260;VM BW;Schwetzingen-Hirschacker;5;Baden-Württemberg;2,91 €;7,35 €;
8261;VM BW;Schwetzingen-Nordstadt;6;Baden-Württemberg;2,35 €;6,18 €;
5768;BEG;Schwindegg;5;Bayern;2,72 €;7,01 €;
5770;VM BW;Schwörstadt;6;Baden-Württemberg;2,35 €;6,18 €;
5771;VVO;Sebnitz (Sachs);6;Sachsen;2,85 €;7,61 €;
5772;RMV;Sechshelden;6;Hessen;2,48 €;6,52 €;
5774;VM BW;Seckach;4;Baden-Württemberg;3,92 €;10,18 €;
5775;VBB;Seddin;5;Brandenburg;3,44 €;9,13 €;
5776;VBB;Sedlitz Ost;6;Brandenburg;3,98 €;10,22 €;
5777;TLBV;Seebach (Kr Mühlhausen);7;Thüringen;2,70 €;7,22 €;
5781;TLBV;Seebergen;6;Thüringen;3,43 €;9,13 €;
5782;VM BW;Seebrugg;6;Baden-Württemberg;2,35 €;6,18 €;
5783;VBB;Seefeld (Mark);6;Brandenburg;3,98 €;10,22 €;
5784;BEG;Seefeld-Hechendorf;5;Bayern;2,72 €;7,01 €;
5785;BEG;Seeg;6;Bayern;2,89 €;7,59 €;
7743;VBB;Seegefeld;5;Brandenburg;3,44 €;9,13 €;
5786;NASA;Seehausen (Altm);6;Sachsen-Anhalt;3,34 €;8,90 €;
5788;VBB;Seehausen (Uckermark);6;Brandenburg;3,98 €;10,22 €;
5789;BEG;Seeleiten-Berggeist;7;Bayern;2,13 €;5,65 €;
5793;VBB;Seelow (Mark);6;Brandenburg;3,98 €;10,22 €;
2427;VBB;Seelow-Gusow;6;Brandenburg;3,98 €;10,22 €;
5795;RH;Seelze Pbf;4;Niedersachsen;4,42 €;11,76 €;
5796;VVO;Seerhausen;6;Sachsen;2,85 €;7,61 €;
5797;RVB;Seesen;5;Niedersachsen;4,19 €;10,40 €;
5798;BEG;Seeshaupt;6;Bayern;2,89 €;7,59 €;
5800;ZVRP Nord;Sehlem (Kr Wittlich);6;Rheinland-Pfalz;2,27 €;5,85 €;
5802;RH;Sehnde;5;Niedersachsen;4,35 €;11,59 €;
5809;ZVON;Seitschen;6;Sachsen;3,28 €;8,70 €;
5810;BEG;Selb Nord;7;Bayern;2,13 €;5,65 €;
5811;BEG;Selb Stadt;7;Bayern;2,13 €;5,65 €;
5813;BEG;Selbitz;6;Bayern;2,89 €;7,59 €;
5812;BEG;Selb-Plößberg;7;Bayern;2,13 €;5,65 €;
5814;BEG;Seligenstadt (b Würzburg);6;Bayern;2,89 €;7,59 €;
5815;RMV;Seligenstadt (Hess);6;Hessen;2,48 €;6,52 €;
5818;NWL;Selm;6;Nordrhein-Westfalen;3,85 €;9,87 €;Name alt: Selm (Kr Lüdinghausen)
5819;NWL;Selm-Beifang;6;Nordrhein-Westfalen;3,85 €;9,87 €;
5820;TLBV;Seltendorf;7;Thüringen;2,70 €;7,22 €;
5822;BEG;Senden;5;Bayern;2,72 €;7,01 €;
800;NWL;Senden-Bösensell;5;Nordrhein-Westfalen;3,91 €;9,89 €;Name alt: Bösensell
5823;VBB;Senftenberg;5;Brandenburg;3,44 €;9,13 €;
5826;VM BW;Sennfeld;6;Baden-Württemberg;2,35 €;6,18 €;
5829;ZVRP Nord;Serrig;6;Rheinland-Pfalz;2,27 €;5,85 €;
5830;VM BW;Sersheim;5;Baden-Württemberg;2,91 €;7,35 €;
5831;BEG;Seubersdorf;5;Bayern;2,72 €;7,01 €;
5832;RMV;Seulberg;5;Hessen;2,40 €;6,30 €;
5833;BEG;Seulbitz;7;Bayern;2,13 €;5,65 €;
5835;BEG;Seybothenreuth;6;Bayern;2,89 €;7,59 €;
5836;ZÖPNV Süd;Siebeldingen-Birkweiler;7;Rheinland-Pfalz;1,49 €;4,01 €;
5839;NWL;Siedlinghausen;7;Nordrhein-Westfalen;2,48 €;6,41 €;
5840;go.R;Siegburg/Bonn;3;Nordrhein-Westfalen;5,27 €;13,91 €;
5841;BEG;Siegelsdorf;4;Bayern;3,19 €;7,89 €;
5842;NWL;Siegen Hbf;3;Nordrhein-Westfalen;7,97 €;17,74 €;
2957;NWL;Siegen-Geisweid;6;Nordrhein-Westfalen;3,85 €;9,87 €;
5844;NWL;Siegen-Weidenau;4;Nordrhein-Westfalen;5,03 €;11,82 €;
5846;NAH.SH;Sierksdorf;6;Schleswig-Holstein;3,53 €;9,43 €;
5847;ZPS;Siersburg;6;Saarland;1,54 €;4,04 €;
5848;ZVRP Nord;Siershahn;6;Rheinland-Pfalz;2,27 €;5,85 €;
5852;VM BW;Siglingen;6;Baden-Württemberg;2,35 €;6,18 €;
5853;VM BW;Sigmaringen;5;Baden-Württemberg;2,91 €;7,35 €;
8007;VM BW;Sigmaringendorf;7;Baden-Württemberg;1,90 €;5,07 €;
5854;NWL;Silbach;7;Nordrhein-Westfalen;2,48 €;6,41 €;
5855;TLBV;Silberhausen;6;Thüringen;3,43 €;9,13 €;
5860;BEG;Simmelsdorf-Hüttenbach;6;Bayern;2,89 €;7,59 €;
5863;VRStutt;Sindelfingen;6;Baden-Württemberg;1,98 €;5,26 €;
5864;go.R;Sindorf;6;Nordrhein-Westfalen;3,77 €;8,76 €;
5865;VM BW;Singen (Hohentwiel);2;Baden-Württemberg;15,35 €;40,77 €;
5866;TLBV;Singen (Thür);7;Thüringen;2,70 €;7,22 €;
7974;VM BW;Singen-Industriegebiet;6;Baden-Württemberg;2,35 €;6,18 €;
8005;VM BW;Singen-Landesgartenschau;6;Baden-Württemberg;2,35 €;6,18 €;
5867;NVV;Singlis;6;Hessen;2,73 €;7,26 €;
5869;RMV;Sinn;6;Hessen;2,48 €;6,52 €;
5870;VM BW;Sinsheim (Elsenz) Hbf;4;Baden-Württemberg;3,92 €;10,18 €;
7178;VM BW;Sinsheim Museum/Arena;6;Baden-Württemberg;2,35 €;6,18 €;
7162;VM BW;Sinzheim;6;Baden-Württemberg;2,35 €;6,18 €;
5794;VM BW;Sinzheim Nord;6;Baden-Württemberg;2,35 €;6,18 €;
5871;ZVRP Nord;Sinzig (Rhein);4;Rheinland-Pfalz;4,57 €;11,36 €;
5872;BEG;Sinzing (b Regensburg);6;Bayern;2,89 €;7,59 €;
5873;VM BW;Sipplingen;6;Baden-Württemberg;2,35 €;6,18 €;
5876;NWL;Soest;3;Nordrhein-Westfalen;7,97 €;17,74 €;
5877;ZVV;Sohl;7;Sachsen;3,28 €;8,76 €;
5878;ZVON;Sohland;6;Sachsen;3,28 €;8,70 €;
5882;VRR;Solingen Hbf;2;Nordrhein-Westfalen;9,80 €;26,07 €;
5881;VRR;Solingen Vogelpark;5;Nordrhein-Westfalen;2,32 €;5,93 €;
5778;VRR;Solingen-Grünewald;5;Nordrhein-Westfalen;2,32 €;5,93 €;
5414;VRR;Solingen-Mitte;6;Nordrhein-Westfalen;2,76 €;7,00 €;
5883;VRR;Solingen-Schaberg;6;Nordrhein-Westfalen;2,76 €;7,00 €;
5888;TLBV;Sollstedt;6;Thüringen;3,43 €;9,13 €;
5889;RMV;Solms;6;Hessen;2,48 €;6,52 €;
5890;BEG;Solnhofen;6;Bayern;2,89 €;7,59 €;
5891;NASA;Solpke;7;Sachsen-Anhalt;2,77 €;7,39 €;
5892;LNVG;Soltau (Han);5;Niedersachsen;4,79 €;12,40 €;
5893;LNVG;Soltau (Han) Nord;7;Niedersachsen;2,85 €;7,60 €;
8011;LNVG;Soltendieck;7;Niedersachsen;2,85 €;7,60 €;
5895;TLBV;Sömmerda;4;Thüringen;5,03 €;13,40 €;
5896;NWL;Sondern;6;Nordrhein-Westfalen;3,85 €;9,87 €;
5897;ZÖPNV Süd;Sondernheim;6;Rheinland-Pfalz;1,99 €;5,22 €;
5898;TLBV;Sondershausen;6;Thüringen;3,43 €;9,13 €;
5904;TLBV;Sonneberg (Thür) Hbf;4;Thüringen;5,03 €;13,40 €;
5901;TLBV;Sonneberg (Thür) Nord;7;Thüringen;2,70 €;7,22 €;
5902;TLBV;Sonneberg (Thür) Ost;7;Thüringen;2,70 €;7,22 €;
5903;TLBV;Sonneberg (Thür) West;7;Thüringen;2,70 €;7,22 €;
7736;VBB Berlin;Sonnenallee;4;Berlin;2,00 €;5,33 €;
5905;BEG;Sontheim (Schwab);6;Bayern;2,89 €;7,59 €;
5906;VM BW;Sontheim-Brenz;6;Baden-Württemberg;2,35 €;6,18 €;
5907;BEG;Sonthofen;4;Bayern;3,19 €;7,89 €;
5908;NVV;Sontra;6;Hessen;2,73 €;7,26 €;
5912;NAH.SH;Sörup;6;Schleswig-Holstein;3,53 €;9,43 €;
5913;LNVG;Sottrum;5;Niedersachsen;4,79 €;12,40 €;
5916;VM BW;Spaichingen;5;Baden-Württemberg;2,91 €;7,35 €;
8037;VM BW;Spaichingen Mitte;7;Baden-Württemberg;1,90 €;5,07 €;
5917;ZVRP Nord;Spay;6;Rheinland-Pfalz;2,27 €;5,85 €;
5920;ZVRP Nord;Speicher;6;Rheinland-Pfalz;2,27 €;5,85 €;
5921;BEG;Speikern;6;Bayern;2,89 €;7,59 €;
5923;ZÖPNV Süd;Speyer Hbf;4;Rheinland-Pfalz;2,84 €;7,40 €;
1607;ZÖPNV Süd;Speyer Nord-West;6;Rheinland-Pfalz;1,99 €;5,22 €;
5924;go.R;Spich;5;Nordrhein-Westfalen;2,69 €;7,09 €;
5925;BEG;Spiegelau;7;Bayern;2,13 €;5,65 €;
5926;VMV;Sponholz;6;Mecklenburg-Vorpommern;4,20 €;11,06 €;
5927;VMV;Spornitz;7;Mecklenburg-Vorpommern;3,47 €;9,27 €;
5930;VBB;Spremberg;6;Brandenburg;3,98 €;10,22 €;
5932;ZÖPNV Süd;Sprendlingen (Rheinhess);6;Rheinland-Pfalz;1,99 €;5,22 €;
5933;RH;Springe;4;Niedersachsen;4,42 €;11,76 €;
5934;VBB Berlin;Springpfuhl;4;Berlin;2,00 €;5,33 €;
5935;LNVG;Sprötze;5;Niedersachsen;4,79 €;12,40 €;
5936;VMS;St Egidien;5;Sachsen;3,34 €;8,91 €;
8123;BEG;St. Alban;6;Bayern;2,89 €;7,59 €;
5938;VM BW;St. Georgen (Schwarzw);5;Baden-Württemberg;2,91 €;7,35 €;
5939;ZVRP Nord;St. Goar;5;Rheinland-Pfalz;2,59 €;5,24 €;
5940;ZVRP Nord;St. Goarshausen;6;Rheinland-Pfalz;2,27 €;5,85 €;
5941;VM BW;St. Ilgen/Sandhausen;5;Baden-Württemberg;2,91 €;7,35 €;
5942;ZPS;St. Ingbert;3;Saarland;4,69 €;10,93 €;
5944;BEG;St. Koloman;6;Bayern;2,89 €;7,59 €;
5945;BEG;St. Mang;6;Bayern;2,89 €;7,59 €;
5949;NAH.SH;St. Michaelisdonn;5;Schleswig-Holstein;3,75 €;9,91 €;
5946;BEG;St. Ottilien;6;Bayern;2,89 €;7,59 €;
5947;ZVRP Nord;St. Thomas;6;Rheinland-Pfalz;2,27 €;5,85 €;
5948;ZPS;St. Wendel;4;Saarland;3,19 €;6,65 €;
5950;LNVG;Stade;4;Niedersachsen;4,96 €;13,09 €;
5952;VVO;Stadt Wehlen (Sachs);5;Sachsen;2,08 €;5,53 €;
5953;RMV;Stadtallendorf;4;Hessen;2,78 €;6,42 €;
5954;LNVG;Stadthagen;4;Niedersachsen;4,96 €;13,09 €;
5955;BWVI;Stadthausbrücke;4;Hamburg;2,79 €;6,93 €;
5956;TLBV;Stadtilm;6;Thüringen;3,43 €;9,13 €;
5958;LNVG;Stadtoldendorf;6;Niedersachsen;4,23 €;10,34 €;
5960;TLBV;Stadtroda;6;Thüringen;3,43 €;9,13 €;
5962;RMV;Staffel;6;Hessen;2,48 €;6,52 €;
5964;VM BW;Stahringen;6;Baden-Württemberg;2,35 €;6,18 €;
8198;ZÖPNV Süd;Stambach;7;Rheinland-Pfalz;1,49 €;4,01 €;
5966;BEG;Stammbach;6;Bayern;2,89 €;7,59 €;
5967;NASA;Stapelburg;7;Sachsen-Anhalt;2,77 €;7,39 €;
5970;BEG;Starnberg;4;Bayern;3,19 €;7,89 €;
4750;BEG;Starnberg-Nord;4;Bayern;3,19 €;7,89 €;
5971;NASA;Staßfurt;5;Sachsen-Anhalt;3,29 €;8,62 €;
5972;VVO;Stauchitz;6;Sachsen;2,85 €;7,61 €;
5973;ZÖPNV Süd;Staudernheim;5;Rheinland-Pfalz;2,95 €;7,78 €;
5919;NVV;Staufenberg-Speele;6;Niedersachsen;2,73 €;7,26 €;
5975;LNVG;Stederdorf (Kr Uelzen);7;Niedersachsen;2,85 €;7,60 €;
5977;BEG;Stegenwaldhaus;7;Bayern;2,13 €;5,65 €;
5980;VMS;Steina;6;Sachsen;3,63 €;9,66 €;
5981;BEG;Steinach (b Rothenburg o.d. Tauber);4;Bayern;3,19 €;7,89 €;
5982;VM BW;Steinach (Baden);6;Baden-Württemberg;2,35 €;6,18 €;
5983;TLBV;Steinach (Thür);7;Thüringen;2,70 €;7,22 €;
6867;TLBV;Steinach Süd;7;Thüringen;2,70 €;7,22 €;
5984;ZÖPNV Süd;Steinalben;7;Rheinland-Pfalz;1,49 €;4,01 €;
5986;RMV;Steinau (Straße);5;Hessen;2,40 €;6,30 €;
5989;BEG;Steinbach a Wald;5;Bayern;2,72 €;7,01 €;
5990;TLBV;Steinbach-Hallenberg;6;Thüringen;3,43 €;9,13 €;
5991;BEG;Steinebach;6;Bayern;2,89 €;7,59 €;
5992;ZVRP Nord;Steinefrenz;6;Rheinland-Pfalz;2,27 €;5,85 €;
5993;VM BW;Steinen;5;Baden-Württemberg;2,91 €;7,35 €;
5994;NASA;Steinfeld (b Stendal);7;Sachsen-Anhalt;2,77 €;7,39 €;
5995;LNVG;Steinfeld (Oldb);6;Niedersachsen;4,23 €;10,34 €;
7461;ZÖPNV Süd;Steinfeld (Pfalz);7;Rheinland-Pfalz;1,49 €;4,01 €;
781;NWL;Steinfurt-Borghorst;6;Nordrhein-Westfalen;3,85 €;9,87 €;
997;NWL;Steinfurt-Burgsteinfurt;6;Nordrhein-Westfalen;3,85 €;9,87 €;
3369;NWL;Steinfurt-Grottenkamp;6;Nordrhein-Westfalen;3,85 €;9,87 €;
5996;NWL;Steinhagen (Westf);6;Nordrhein-Westfalen;3,85 €;9,87 €;
3030;NWL;Steinhagen (Westf) Bielefelder Straße;6;Nordrhein-Westfalen;3,85 €;9,87 €;
5997;VMV;Steinhausen-Neuburg;7;Mecklenburg-Vorpommern;3,47 €;9,27 €;
5999;NWL;Steinheim (Westf);6;Nordrhein-Westfalen;3,85 €;9,87 €;
5998;RMV;Steinheim/Main;5;Hessen;2,40 €;6,30 €;
5496;NWL;Steinheim-Sandebeck;7;Nordrhein-Westfalen;2,48 €;6,41 €;Name alt: Sandebeck
6004;VMS;Steinpleis;6;Sachsen;3,63 €;9,66 €;
6005;VM BW;Steinsfurt;6;Baden-Württemberg;2,35 €;6,18 €;
6006;NASA;Steintorbrücke;6;Sachsen-Anhalt;3,34 €;8,90 €;
4342;ZÖPNV Süd;Steinweiler;6;Rheinland-Pfalz;1,99 €;5,22 €;
6007;ZÖPNV Süd;Steinwenden;7;Rheinland-Pfalz;1,49 €;4,01 €;
6008;LNVG;Stelle;5;Niedersachsen;4,79 €;12,40 €;
2797;BWVI;Stellingen;4;Hamburg;2,79 €;6,93 €;
6010;NASA;Stendal Hbf;3;Sachsen-Anhalt;6,59 €;17,26 €;
8238;NASA;Stendal Hochschule;6;Sachsen-Anhalt;3,34 €;8,90 €;
6012;NASA;Stendal Vorbf;7;Sachsen-Anhalt;2,77 €;7,39 €;
6013;NASA;Stendal-Stadtsee;5;Sachsen-Anhalt;3,29 €;8,62 €;
6015;VMS;Stenn;7;Sachsen;2,75 €;7,32 €;
6017;RMV;Sterbfritz;6;Hessen;2,48 €;6,52 €;
6021;VMV;Sternfeld;6;Mecklenburg-Vorpommern;4,20 €;11,06 €;
2516;BWVI;Sternschanze;3;Hamburg;2,76 €;7,25 €;
6023;VM BW;Stetten (Donau);7;Baden-Württemberg;1,90 €;5,07 €;
6024;BEG;Stetten (Schwab);6;Bayern;2,89 €;7,59 €;
6026;VRStutt;Stetten-Beinstein;5;Baden-Württemberg;2,09 €;5,58 €;
8262;VM BW;Stettfeld-Weiher;5;Baden-Württemberg;2,91 €;7,35 €;
6028;NWL;Stift Keppel-Allenbach;7;Nordrhein-Westfalen;2,48 €;6,41 €;
6029;BEG;Stockau;6;Bayern;2,89 €;7,59 €;
6030;BEG;Stockdorf;5;Bayern;2,72 €;7,01 €;
6031;RMV;Stockhausen (Lahn);6;Hessen;2,48 €;6,52 €;
6032;BEG;Stockheim (Oberfr);6;Bayern;2,89 €;7,59 €;
6034;BEG;Stockstadt (Main);6;Bayern;2,89 €;7,59 €;
6035;RMV;Stockstadt (Rhein);6;Hessen;2,48 €;6,52 €;
6037;go.R;Stolberg (Rheinl) Hbf;4;Nordrhein-Westfalen;2,69 €;6,76 €;
6038;VMS;Stollberg (Sachs);6;Sachsen;3,63 €;9,66 €;
6039;VVO;Stolpen;7;Sachsen;2,46 €;6,58 €;
6040;go.R;Stommeln;5;Nordrhein-Westfalen;2,69 €;7,09 €;
6041;VBB;Storkow (Mark);6;Brandenburg;3,98 €;10,22 €;
6042;VBB Berlin;Storkower Straße;4;Berlin;2,00 €;5,33 €;
6045;VM BW;Storzingen;6;Baden-Württemberg;2,35 €;6,18 €;
6047;TLBV;Stotternheim;6;Thüringen;3,43 €;9,13 €;
6049;VMV;Stralsund Hbf;3;Mecklenburg-Vorpommern;27,07 €;69,66 €;
6050;VMV;Stralsund Rügendamm;6;Mecklenburg-Vorpommern;4,20 €;11,06 €;
8014;VMV;Stralsund-Grünhufe;6;Mecklenburg-Vorpommern;4,20 €;11,06 €;
6051;VMV;Strasburg (Uckerm);6;Mecklenburg-Vorpommern;4,20 €;11,06 €;
6053;VM BW;Straßberg-Winterlingen;7;Baden-Württemberg;1,90 €;5,07 €;
6055;BEG;Straßkirchen;6;Bayern;2,89 €;7,59 €;
6052;BEG;Straß-Moos;7;Bayern;2,13 €;5,65 €;
6056;BEG;Straubing;4;Bayern;3,19 €;7,89 €;
8338;BEG;Straubing Hafen;7;Bayern;2,13 €;5,65 €;
6057;BEG;Straubing Ost;7;Bayern;2,13 €;5,65 €;
6058;VBB;Strausberg;4;Brandenburg;5,17 €;13,68 €;
6059;VBB;Strausberg Nord;6;Brandenburg;3,98 €;10,22 €;
6060;VBB;Strausberg Stadt;6;Brandenburg;3,98 €;10,22 €;
6061;TLBV;Straußfurt;6;Thüringen;3,43 €;9,13 €;
7761;VBB Berlin;Stresow;5;Berlin;1,96 €;5,19 €;
6064;VMV;Strohkirchen;7;Mecklenburg-Vorpommern;3,47 €;9,27 €;
6065;BEG;Strullendorf;6;Bayern;2,89 €;7,59 €;
6066;NWL;Struthütten;7;Nordrhein-Westfalen;2,48 €;6,41 €;
6067;LNVG;Stubben;6;Niedersachsen;4,23 €;10,34 €;
6069;NASA;Stumsdorf;6;Sachsen-Anhalt;3,34 €;8,90 €;
6070;VRStutt;Stuttgart Ebitzweg;7;Baden-Württemberg;4,39 €;11,71 €;
6079;VRStutt;Stuttgart Feuersee;3;Baden-Württemberg;2,90 €;7,67 €;
1824;VRStutt;Stuttgart Flughafen/Messe;4;Baden-Württemberg;2,90 €;7,74 €;
6071;VM BW;Stuttgart Hbf;1;Baden-Württemberg;24,27 €;64,77 €;
6072;VRStutt;Stuttgart Neckarpark;4;Baden-Württemberg;2,90 €;7,74 €;
6073;VRStutt;Stuttgart Nord;5;Baden-Württemberg;2,09 €;5,58 €;
6074;VRStutt;Stuttgart Nürnberger Straße;5;Baden-Württemberg;2,09 €;5,58 €;
